WEEK_YEAR_KEY,WEEK_KEY,WEEK_YEAR_SHORT_DES,MONTH_YEAR_KEY,MONTH_KEY,MONTH_YEAR_SHORT_DES,YEAR_WEEK_KEY,LOAD_TIME
195924,24,1959W24,195906,6,Jun 1959,1959,
195925,25,1959W25,195906,6,Jun 1959,1959,
195926,26,1959W26,195906,6,Jun 1959,1959,
195927,27,1959W27,195906,6,Jun 1959,1959,
195928,28,1959W28,195907,7,Jul 1959,1959,
195929,29,1959W29,195907,7,Jul 1959,1959,
195930,30,1959W30,195907,7,Jul 1959,1959,
195931,31,1959W31,195907,7,Jul 1959,1959,
195932,32,1959W32,195908,8,Aug 1959,1959,
195933,33,1959W33,195908,8,Aug 1959,1959,
195934,34,1959W34,195908,8,Aug 1959,1959,
195935,35,1959W35,195908,8,Aug 1959,1959,
195936,36,1959W36,195908,8,Aug 1959,1959,
195937,37,1959W37,195909,9,Sep 1959,1959,
195938,38,1959W38,195909,9,Sep 1959,1959,
195939,39,1959W39,195909,9,Sep 1959,1959,
195940,40,1959W40,195909,9,Sep 1959,1959,
195941,41,1959W41,195910,10,Oct 1959,1959,
195942,42,1959W42,195910,10,Oct 1959,1959,
195943,43,1959W43,195910,10,Oct 1959,1959,
195944,44,1959W44,195910,10,Oct 1959,1959,
195945,45,1959W45,195911,11,Nov 1959,1959,
195946,46,1959W46,195911,11,Nov 1959,1959,
195947,47,1959W47,195911,11,Nov 1959,1959,
195948,48,1959W48,195911,11,Nov 1959,1959,
195949,49,1959W49,195911,11,Nov 1959,1959,
195950,50,1959W50,195912,12,Dec 1959,1959,
195951,51,1959W51,195912,12,Dec 1959,1959,
195952,52,1959W52,195912,12,Dec 1959,1959,
195953,53,1959W53,195912,12,Dec 1959,1959,
196001,1,1960W01,196001,1,Jan 1960,1960,
196002,2,1960W02,196001,1,Jan 1960,1960,
196003,3,1960W03,196001,1,Jan 1960,1960,
196004,4,1960W04,196001,1,Jan 1960,1960,
196005,5,1960W05,196002,2,Feb 1960,1960,
196006,6,1960W06,196002,2,Feb 1960,1960,
196007,7,1960W07,196002,2,Feb 1960,1960,
196008,8,1960W08,196002,2,Feb 1960,1960,
196009,9,1960W09,196002,2,Feb 1960,1960,
196010,10,1960W10,196003,3,Mar 1960,1960,
196011,11,1960W11,196003,3,Mar 1960,1960,
196012,12,1960W12,196003,3,Mar 1960,1960,
196013,13,1960W13,196003,3,Mar 1960,1960,
196014,14,1960W14,196004,4,Apr 1960,1960,
196015,15,1960W15,196004,4,Apr 1960,1960,
196016,16,1960W16,196004,4,Apr 1960,1960,
196017,17,1960W17,196004,4,Apr 1960,1960,
196018,18,1960W18,196005,5,May 1960,1960,
196019,19,1960W19,196005,5,May 1960,1960,
196020,20,1960W20,196005,5,May 1960,1960,
196021,21,1960W21,196005,5,May 1960,1960,
196022,22,1960W22,196005,5,May 1960,1960,
196023,23,1960W23,196006,6,Jun 1960,1960,
196024,24,1960W24,196006,6,Jun 1960,1960,
196025,25,1960W25,196006,6,Jun 1960,1960,
196026,26,1960W26,196006,6,Jun 1960,1960,
196027,27,1960W27,196007,7,Jul 1960,1960,
196028,28,1960W28,196007,7,Jul 1960,1960,
196029,29,1960W29,196007,7,Jul 1960,1960,
196030,30,1960W30,196007,7,Jul 1960,1960,
196031,31,1960W31,196008,8,Aug 1960,1960,
196032,32,1960W32,196008,8,Aug 1960,1960,
196033,33,1960W33,196008,8,Aug 1960,1960,
196034,34,1960W34,196008,8,Aug 1960,1960,
196035,35,1960W35,196008,8,Aug 1960,1960,
196036,36,1960W36,196009,9,Sep 1960,1960,
196037,37,1960W37,196009,9,Sep 1960,1960,
196038,38,1960W38,196009,9,Sep 1960,1960,
196039,39,1960W39,196009,9,Sep 1960,1960,
196040,40,1960W40,196010,10,Oct 1960,1960,
196041,41,1960W41,196010,10,Oct 1960,1960,
196042,42,1960W42,196010,10,Oct 1960,1960,
196043,43,1960W43,196010,10,Oct 1960,1960,
196044,44,1960W44,196010,10,Oct 1960,1960,
196045,45,1960W45,196011,11,Nov 1960,1960,
196046,46,1960W46,196011,11,Nov 1960,1960,
196047,47,1960W47,196011,11,Nov 1960,1960,
196048,48,1960W48,196011,11,Nov 1960,1960,
196049,49,1960W49,196012,12,Dec 1960,1960,
196050,50,1960W50,196012,12,Dec 1960,1960,
196051,51,1960W51,196012,12,Dec 1960,1960,
196052,52,1960W52,196012,12,Dec 1960,1960,
196101,1,1961W01,196101,1,Jan 1961,1961,
196102,2,1961W02,196101,1,Jan 1961,1961,
196103,3,1961W03,196101,1,Jan 1961,1961,
196104,4,1961W04,196101,1,Jan 1961,1961,
196105,5,1961W05,196101,1,Jan 1961,1961,
196106,6,1961W06,196102,2,Feb 1961,1961,
196107,7,1961W07,196102,2,Feb 1961,1961,
196108,8,1961W08,196102,2,Feb 1961,1961,
196109,9,1961W09,196102,2,Feb 1961,1961,
196110,10,1961W10,196103,3,Mar 1961,1961,
196111,11,1961W11,196103,3,Mar 1961,1961,
196112,12,1961W12,196103,3,Mar 1961,1961,
196113,13,1961W13,196103,3,Mar 1961,1961,
196114,14,1961W14,196104,4,Apr 1961,1961,
196115,15,1961W15,196104,4,Apr 1961,1961,
196116,16,1961W16,196104,4,Apr 1961,1961,
196117,17,1961W17,196104,4,Apr 1961,1961,
196118,18,1961W18,196105,5,May 1961,1961,
196119,19,1961W19,196105,5,May 1961,1961,
196120,20,1961W20,196105,5,May 1961,1961,
196121,21,1961W21,196105,5,May 1961,1961,
196122,22,1961W22,196105,5,May 1961,1961,
196123,23,1961W23,196106,6,Jun 1961,1961,
196124,24,1961W24,196106,6,Jun 1961,1961,
196125,25,1961W25,196106,6,Jun 1961,1961,
196126,26,1961W26,196106,6,Jun 1961,1961,
196127,27,1961W27,196107,7,Jul 1961,1961,
196128,28,1961W28,196107,7,Jul 1961,1961,
196129,29,1961W29,196107,7,Jul 1961,1961,
196130,30,1961W30,196107,7,Jul 1961,1961,
196131,31,1961W31,196107,7,Jul 1961,1961,
196132,32,1961W32,196108,8,Aug 1961,1961,
196133,33,1961W33,196108,8,Aug 1961,1961,
196134,34,1961W34,196108,8,Aug 1961,1961,
196135,35,1961W35,196108,8,Aug 1961,1961,
196136,36,1961W36,196109,9,Sep 1961,1961,
196137,37,1961W37,196109,9,Sep 1961,1961,
196138,38,1961W38,196109,9,Sep 1961,1961,
196139,39,1961W39,196109,9,Sep 1961,1961,
196140,40,1961W40,196110,10,Oct 1961,1961,
196141,41,1961W41,196110,10,Oct 1961,1961,
196142,42,1961W42,196110,10,Oct 1961,1961,
196143,43,1961W43,196110,10,Oct 1961,1961,
196144,44,1961W44,196110,10,Oct 1961,1961,
196145,45,1961W45,196111,11,Nov 1961,1961,
196146,46,1961W46,196111,11,Nov 1961,1961,
196147,47,1961W47,196111,11,Nov 1961,1961,
196148,48,1961W48,196111,11,Nov 1961,1961,
196149,49,1961W49,196112,12,Dec 1961,1961,
196150,50,1961W50,196112,12,Dec 1961,1961,
196151,51,1961W51,196112,12,Dec 1961,1961,
196152,52,1961W52,196112,12,Dec 1961,1961,
196201,1,1962W01,196201,1,Jan 1962,1962,
196202,2,1962W02,196201,1,Jan 1962,1962,
196203,3,1962W03,196201,1,Jan 1962,1962,
196204,4,1962W04,196201,1,Jan 1962,1962,
196205,5,1962W05,196201,1,Jan 1962,1962,
196206,6,1962W06,196202,2,Feb 1962,1962,
196207,7,1962W07,196202,2,Feb 1962,1962,
196208,8,1962W08,196202,2,Feb 1962,1962,
196209,9,1962W09,196202,2,Feb 1962,1962,
196210,10,1962W10,196203,3,Mar 1962,1962,
196211,11,1962W11,196203,3,Mar 1962,1962,
196212,12,1962W12,196203,3,Mar 1962,1962,
196213,13,1962W13,196203,3,Mar 1962,1962,
196214,14,1962W14,196204,4,Apr 1962,1962,
196215,15,1962W15,196204,4,Apr 1962,1962,
196216,16,1962W16,196204,4,Apr 1962,1962,
196217,17,1962W17,196204,4,Apr 1962,1962,
196218,18,1962W18,196204,4,Apr 1962,1962,
196219,19,1962W19,196205,5,May 1962,1962,
196220,20,1962W20,196205,5,May 1962,1962,
196221,21,1962W21,196205,5,May 1962,1962,
196222,22,1962W22,196205,5,May 1962,1962,
196223,23,1962W23,196206,6,Jun 1962,1962,
196224,24,1962W24,196206,6,Jun 1962,1962,
196225,25,1962W25,196206,6,Jun 1962,1962,
196226,26,1962W26,196206,6,Jun 1962,1962,
196227,27,1962W27,196207,7,Jul 1962,1962,
196228,28,1962W28,196207,7,Jul 1962,1962,
196229,29,1962W29,196207,7,Jul 1962,1962,
196230,30,1962W30,196207,7,Jul 1962,1962,
196231,31,1962W31,196207,7,Jul 1962,1962,
196232,32,1962W32,196208,8,Aug 1962,1962,
196233,33,1962W33,196208,8,Aug 1962,1962,
196234,34,1962W34,196208,8,Aug 1962,1962,
196235,35,1962W35,196208,8,Aug 1962,1962,
196236,36,1962W36,196209,9,Sep 1962,1962,
196237,37,1962W37,196209,9,Sep 1962,1962,
196238,38,1962W38,196209,9,Sep 1962,1962,
196239,39,1962W39,196209,9,Sep 1962,1962,
196240,40,1962W40,196210,10,Oct 1962,1962,
196241,41,1962W41,196210,10,Oct 1962,1962,
196242,42,1962W42,196210,10,Oct 1962,1962,
196243,43,1962W43,196210,10,Oct 1962,1962,
196244,44,1962W44,196210,10,Oct 1962,1962,
196245,45,1962W45,196211,11,Nov 1962,1962,
196246,46,1962W46,196211,11,Nov 1962,1962,
196247,47,1962W47,196211,11,Nov 1962,1962,
196248,48,1962W48,196211,11,Nov 1962,1962,
196249,49,1962W49,196212,12,Dec 1962,1962,
196250,50,1962W50,196212,12,Dec 1962,1962,
196251,51,1962W51,196212,12,Dec 1962,1962,
196252,52,1962W52,196212,12,Dec 1962,1962,
196301,1,1963W01,196212,12,Dec 1962,1963,
196302,2,1963W02,196301,1,Jan 1963,1963,
196303,3,1963W03,196301,1,Jan 1963,1963,
196304,4,1963W04,196301,1,Jan 1963,1963,
196305,5,1963W05,196301,1,Jan 1963,1963,
196306,6,1963W06,196302,2,Feb 1963,1963,
196307,7,1963W07,196302,2,Feb 1963,1963,
196308,8,1963W08,196302,2,Feb 1963,1963,
196309,9,1963W09,196302,2,Feb 1963,1963,
196310,10,1963W10,196303,3,Mar 1963,1963,
196311,11,1963W11,196303,3,Mar 1963,1963,
196312,12,1963W12,196303,3,Mar 1963,1963,
196313,13,1963W13,196303,3,Mar 1963,1963,
196314,14,1963W14,196304,4,Apr 1963,1963,
196315,15,1963W15,196304,4,Apr 1963,1963,
196316,16,1963W16,196304,4,Apr 1963,1963,
196317,17,1963W17,196304,4,Apr 1963,1963,
196318,18,1963W18,196304,4,Apr 1963,1963,
196319,19,1963W19,196305,5,May 1963,1963,
196320,20,1963W20,196305,5,May 1963,1963,
196321,21,1963W21,196305,5,May 1963,1963,
196322,22,1963W22,196305,5,May 1963,1963,
196323,23,1963W23,196306,6,Jun 1963,1963,
196324,24,1963W24,196306,6,Jun 1963,1963,
196325,25,1963W25,196306,6,Jun 1963,1963,
196326,26,1963W26,196306,6,Jun 1963,1963,
196327,27,1963W27,196307,7,Jul 1963,1963,
196328,28,1963W28,196307,7,Jul 1963,1963,
196329,29,1963W29,196307,7,Jul 1963,1963,
196330,30,1963W30,196307,7,Jul 1963,1963,
196331,31,1963W31,196307,7,Jul 1963,1963,
196332,32,1963W32,196308,8,Aug 1963,1963,
196333,33,1963W33,196308,8,Aug 1963,1963,
196334,34,1963W34,196308,8,Aug 1963,1963,
196335,35,1963W35,196308,8,Aug 1963,1963,
196336,36,1963W36,196309,9,Sep 1963,1963,
196337,37,1963W37,196309,9,Sep 1963,1963,
196338,38,1963W38,196309,9,Sep 1963,1963,
196339,39,1963W39,196309,9,Sep 1963,1963,
196340,40,1963W40,196309,9,Sep 1963,1963,
196341,41,1963W41,196310,10,Oct 1963,1963,
196342,42,1963W42,196310,10,Oct 1963,1963,
196343,43,1963W43,196310,10,Oct 1963,1963,
196344,44,1963W44,196310,10,Oct 1963,1963,
196345,45,1963W45,196311,11,Nov 1963,1963,
196346,46,1963W46,196311,11,Nov 1963,1963,
196347,47,1963W47,196311,11,Nov 1963,1963,
196348,48,1963W48,196311,11,Nov 1963,1963,
196349,49,1963W49,196312,12,Dec 1963,1963,
196350,50,1963W50,196312,12,Dec 1963,1963,
196351,51,1963W51,196312,12,Dec 1963,1963,
196352,52,1963W52,196312,12,Dec 1963,1963,
196401,1,1964W01,196312,12,Dec 1963,1964,
196402,2,1964W02,196401,1,Jan 1964,1964,
196403,3,1964W03,196401,1,Jan 1964,1964,
196404,4,1964W04,196401,1,Jan 1964,1964,
196405,5,1964W05,196401,1,Jan 1964,1964,
196406,6,1964W06,196402,2,Feb 1964,1964,
196407,7,1964W07,196402,2,Feb 1964,1964,
196408,8,1964W08,196402,2,Feb 1964,1964,
196409,9,1964W09,196402,2,Feb 1964,1964,
196410,10,1964W10,196403,3,Mar 1964,1964,
196411,11,1964W11,196403,3,Mar 1964,1964,
196412,12,1964W12,196403,3,Mar 1964,1964,
196413,13,1964W13,196403,3,Mar 1964,1964,
196414,14,1964W14,196403,3,Mar 1964,1964,
196415,15,1964W15,196404,4,Apr 1964,1964,
196416,16,1964W16,196404,4,Apr 1964,1964,
196417,17,1964W17,196404,4,Apr 1964,1964,
196418,18,1964W18,196404,4,Apr 1964,1964,
196419,19,1964W19,196405,5,May 1964,1964,
196420,20,1964W20,196405,5,May 1964,1964,
196421,21,1964W21,196405,5,May 1964,1964,
196422,22,1964W22,196405,5,May 1964,1964,
196423,23,1964W23,196406,6,Jun 1964,1964,
196424,24,1964W24,196406,6,Jun 1964,1964,
196425,25,1964W25,196406,6,Jun 1964,1964,
196426,26,1964W26,196406,6,Jun 1964,1964,
196427,27,1964W27,196406,6,Jun 1964,1964,
196428,28,1964W28,196407,7,Jul 1964,1964,
196429,29,1964W29,196407,7,Jul 1964,1964,
196430,30,1964W30,196407,7,Jul 1964,1964,
196431,31,1964W31,196407,7,Jul 1964,1964,
196432,32,1964W32,196408,8,Aug 1964,1964,
196433,33,1964W33,196408,8,Aug 1964,1964,
196434,34,1964W34,196408,8,Aug 1964,1964,
196435,35,1964W35,196408,8,Aug 1964,1964,
196436,36,1964W36,196408,8,Aug 1964,1964,
196437,37,1964W37,196409,9,Sep 1964,1964,
196438,38,1964W38,196409,9,Sep 1964,1964,
196439,39,1964W39,196409,9,Sep 1964,1964,
196440,40,1964W40,196409,9,Sep 1964,1964,
196441,41,1964W41,196410,10,Oct 1964,1964,
196442,42,1964W42,196410,10,Oct 1964,1964,
196443,43,1964W43,196410,10,Oct 1964,1964,
196444,44,1964W44,196410,10,Oct 1964,1964,
196445,45,1964W45,196411,11,Nov 1964,1964,
196446,46,1964W46,196411,11,Nov 1964,1964,
196447,47,1964W47,196411,11,Nov 1964,1964,
196448,48,1964W48,196411,11,Nov 1964,1964,
196449,49,1964W49,196411,11,Nov 1964,1964,
196450,50,1964W50,196412,12,Dec 1964,1964,
196451,51,1964W51,196412,12,Dec 1964,1964,
196452,52,1964W52,196412,12,Dec 1964,1964,
196453,53,1964W53,196412,12,Dec 1964,1964,
196501,1,1965W01,196501,1,Jan 1965,1965,
196502,2,1965W02,196501,1,Jan 1965,1965,
196503,3,1965W03,196501,1,Jan 1965,1965,
196504,4,1965W04,196501,1,Jan 1965,1965,
196505,5,1965W05,196502,2,Feb 1965,1965,
196506,6,1965W06,196502,2,Feb 1965,1965,
196507,7,1965W07,196502,2,Feb 1965,1965,
196508,8,1965W08,196502,2,Feb 1965,1965,
196509,9,1965W09,196503,3,Mar 1965,1965,
196510,10,1965W10,196503,3,Mar 1965,1965,
196511,11,1965W11,196503,3,Mar 1965,1965,
196512,12,1965W12,196503,3,Mar 1965,1965,
196513,13,1965W13,196503,3,Mar 1965,1965,
196514,14,1965W14,196504,4,Apr 1965,1965,
196515,15,1965W15,196504,4,Apr 1965,1965,
196516,16,1965W16,196504,4,Apr 1965,1965,
196517,17,1965W17,196504,4,Apr 1965,1965,
196518,18,1965W18,196505,5,May 1965,1965,
196519,19,1965W19,196505,5,May 1965,1965,
196520,20,1965W20,196505,5,May 1965,1965,
196521,21,1965W21,196505,5,May 1965,1965,
196522,22,1965W22,196505,5,May 1965,1965,
196523,23,1965W23,196506,6,Jun 1965,1965,
196524,24,1965W24,196506,6,Jun 1965,1965,
196525,25,1965W25,196506,6,Jun 1965,1965,
196526,26,1965W26,196506,6,Jun 1965,1965,
196527,27,1965W27,196507,7,Jul 1965,1965,
196528,28,1965W28,196507,7,Jul 1965,1965,
196529,29,1965W29,196507,7,Jul 1965,1965,
196530,30,1965W30,196507,7,Jul 1965,1965,
196531,31,1965W31,196508,8,Aug 1965,1965,
196532,32,1965W32,196508,8,Aug 1965,1965,
196533,33,1965W33,196508,8,Aug 1965,1965,
196534,34,1965W34,196508,8,Aug 1965,1965,
196535,35,1965W35,196508,8,Aug 1965,1965,
196536,36,1965W36,196509,9,Sep 1965,1965,
196537,37,1965W37,196509,9,Sep 1965,1965,
196538,38,1965W38,196509,9,Sep 1965,1965,
196539,39,1965W39,196509,9,Sep 1965,1965,
196540,40,1965W40,196510,10,Oct 1965,1965,
196541,41,1965W41,196510,10,Oct 1965,1965,
196542,42,1965W42,196510,10,Oct 1965,1965,
196543,43,1965W43,196510,10,Oct 1965,1965,
196544,44,1965W44,196511,11,Nov 1965,1965,
196545,45,1965W45,196511,11,Nov 1965,1965,
196546,46,1965W46,196511,11,Nov 1965,1965,
196547,47,1965W47,196511,11,Nov 1965,1965,
196548,48,1965W48,196511,11,Nov 1965,1965,
196549,49,1965W49,196512,12,Dec 1965,1965,
196550,50,1965W50,196512,12,Dec 1965,1965,
196551,51,1965W51,196512,12,Dec 1965,1965,
196552,52,1965W52,196512,12,Dec 1965,1965,
196601,1,1966W01,196601,1,Jan 1966,1966,
196602,2,1966W02,196601,1,Jan 1966,1966,
196603,3,1966W03,196601,1,Jan 1966,1966,
196604,4,1966W04,196601,1,Jan 1966,1966,
196605,5,1966W05,196601,1,Jan 1966,1966,
196606,6,1966W06,196602,2,Feb 1966,1966,
196607,7,1966W07,196602,2,Feb 1966,1966,
196608,8,1966W08,196602,2,Feb 1966,1966,
196609,9,1966W09,196602,2,Feb 1966,1966,
196610,10,1966W10,196603,3,Mar 1966,1966,
196611,11,1966W11,196603,3,Mar 1966,1966,
196612,12,1966W12,196603,3,Mar 1966,1966,
196613,13,1966W13,196603,3,Mar 1966,1966,
196614,14,1966W14,196604,4,Apr 1966,1966,
196615,15,1966W15,196604,4,Apr 1966,1966,
196616,16,1966W16,196604,4,Apr 1966,1966,
196617,17,1966W17,196604,4,Apr 1966,1966,
196618,18,1966W18,196605,5,May 1966,1966,
196619,19,1966W19,196605,5,May 1966,1966,
196620,20,1966W20,196605,5,May 1966,1966,
196621,21,1966W21,196605,5,May 1966,1966,
196622,22,1966W22,196605,5,May 1966,1966,
196623,23,1966W23,196606,6,Jun 1966,1966,
196624,24,1966W24,196606,6,Jun 1966,1966,
196625,25,1966W25,196606,6,Jun 1966,1966,
196626,26,1966W26,196606,6,Jun 1966,1966,
196627,27,1966W27,196607,7,Jul 1966,1966,
196628,28,1966W28,196607,7,Jul 1966,1966,
196629,29,1966W29,196607,7,Jul 1966,1966,
196630,30,1966W30,196607,7,Jul 1966,1966,
196631,31,1966W31,196608,8,Aug 1966,1966,
196632,32,1966W32,196608,8,Aug 1966,1966,
196633,33,1966W33,196608,8,Aug 1966,1966,
196634,34,1966W34,196608,8,Aug 1966,1966,
196635,35,1966W35,196608,8,Aug 1966,1966,
196636,36,1966W36,196609,9,Sep 1966,1966,
196637,37,1966W37,196609,9,Sep 1966,1966,
196638,38,1966W38,196609,9,Sep 1966,1966,
196639,39,1966W39,196609,9,Sep 1966,1966,
196640,40,1966W40,196610,10,Oct 1966,1966,
196641,41,1966W41,196610,10,Oct 1966,1966,
196642,42,1966W42,196610,10,Oct 1966,1966,
196643,43,1966W43,196610,10,Oct 1966,1966,
196644,44,1966W44,196610,10,Oct 1966,1966,
196645,45,1966W45,196611,11,Nov 1966,1966,
196646,46,1966W46,196611,11,Nov 1966,1966,
196647,47,1966W47,196611,11,Nov 1966,1966,
196648,48,1966W48,196611,11,Nov 1966,1966,
196649,49,1966W49,196612,12,Dec 1966,1966,
196650,50,1966W50,196612,12,Dec 1966,1966,
196651,51,1966W51,196612,12,Dec 1966,1966,
196652,52,1966W52,196612,12,Dec 1966,1966,
196701,1,1967W01,196701,1,Jan 1967,1967,
196702,2,1967W02,196701,1,Jan 1967,1967,
196703,3,1967W03,196701,1,Jan 1967,1967,
196704,4,1967W04,196701,1,Jan 1967,1967,
196705,5,1967W05,196701,1,Jan 1967,1967,
196706,6,1967W06,196702,2,Feb 1967,1967,
196707,7,1967W07,196702,2,Feb 1967,1967,
196708,8,1967W08,196702,2,Feb 1967,1967,
196709,9,1967W09,196702,2,Feb 1967,1967,
196710,10,1967W10,196703,3,Mar 1967,1967,
196711,11,1967W11,196703,3,Mar 1967,1967,
196712,12,1967W12,196703,3,Mar 1967,1967,
196713,13,1967W13,196703,3,Mar 1967,1967,
196714,14,1967W14,196704,4,Apr 1967,1967,
196715,15,1967W15,196704,4,Apr 1967,1967,
196716,16,1967W16,196704,4,Apr 1967,1967,
196717,17,1967W17,196704,4,Apr 1967,1967,
196718,18,1967W18,196705,5,May 1967,1967,
196719,19,1967W19,196705,5,May 1967,1967,
196720,20,1967W20,196705,5,May 1967,1967,
196721,21,1967W21,196705,5,May 1967,1967,
196722,22,1967W22,196705,5,May 1967,1967,
196723,23,1967W23,196706,6,Jun 1967,1967,
196724,24,1967W24,196706,6,Jun 1967,1967,
196725,25,1967W25,196706,6,Jun 1967,1967,
196726,26,1967W26,196706,6,Jun 1967,1967,
196727,27,1967W27,196707,7,Jul 1967,1967,
196728,28,1967W28,196707,7,Jul 1967,1967,
196729,29,1967W29,196707,7,Jul 1967,1967,
196730,30,1967W30,196707,7,Jul 1967,1967,
196731,31,1967W31,196707,7,Jul 1967,1967,
196732,32,1967W32,196708,8,Aug 1967,1967,
196733,33,1967W33,196708,8,Aug 1967,1967,
196734,34,1967W34,196708,8,Aug 1967,1967,
196735,35,1967W35,196708,8,Aug 1967,1967,
196736,36,1967W36,196709,9,Sep 1967,1967,
196737,37,1967W37,196709,9,Sep 1967,1967,
196738,38,1967W38,196709,9,Sep 1967,1967,
196739,39,1967W39,196709,9,Sep 1967,1967,
196740,40,1967W40,196710,10,Oct 1967,1967,
196741,41,1967W41,196710,10,Oct 1967,1967,
196742,42,1967W42,196710,10,Oct 1967,1967,
196743,43,1967W43,196710,10,Oct 1967,1967,
196744,44,1967W44,196710,10,Oct 1967,1967,
196745,45,1967W45,196711,11,Nov 1967,1967,
196746,46,1967W46,196711,11,Nov 1967,1967,
196747,47,1967W47,196711,11,Nov 1967,1967,
196748,48,1967W48,196711,11,Nov 1967,1967,
196749,49,1967W49,196712,12,Dec 1967,1967,
196750,50,1967W50,196712,12,Dec 1967,1967,
196751,51,1967W51,196712,12,Dec 1967,1967,
196752,52,1967W52,196712,12,Dec 1967,1967,
196801,1,1968W01,196801,1,Jan 1968,1968,
196802,2,1968W02,196801,1,Jan 1968,1968,
196803,3,1968W03,196801,1,Jan 1968,1968,
196804,4,1968W04,196801,1,Jan 1968,1968,
196805,5,1968W05,196801,1,Jan 1968,1968,
196806,6,1968W06,196802,2,Feb 1968,1968,
196807,7,1968W07,196802,2,Feb 1968,1968,
196808,8,1968W08,196802,2,Feb 1968,1968,
196809,9,1968W09,196802,2,Feb 1968,1968,
196810,10,1968W10,196803,3,Mar 1968,1968,
196811,11,1968W11,196803,3,Mar 1968,1968,
196812,12,1968W12,196803,3,Mar 1968,1968,
196813,13,1968W13,196803,3,Mar 1968,1968,
196814,14,1968W14,196804,4,Apr 1968,1968,
196815,15,1968W15,196804,4,Apr 1968,1968,
196816,16,1968W16,196804,4,Apr 1968,1968,
196817,17,1968W17,196804,4,Apr 1968,1968,
196818,18,1968W18,196804,4,Apr 1968,1968,
196819,19,1968W19,196805,5,May 1968,1968,
196820,20,1968W20,196805,5,May 1968,1968,
196821,21,1968W21,196805,5,May 1968,1968,
196822,22,1968W22,196805,5,May 1968,1968,
196823,23,1968W23,196806,6,Jun 1968,1968,
196824,24,1968W24,196806,6,Jun 1968,1968,
196825,25,1968W25,196806,6,Jun 1968,1968,
196826,26,1968W26,196806,6,Jun 1968,1968,
196827,27,1968W27,196807,7,Jul 1968,1968,
196828,28,1968W28,196807,7,Jul 1968,1968,
196829,29,1968W29,196807,7,Jul 1968,1968,
196830,30,1968W30,196807,7,Jul 1968,1968,
196831,31,1968W31,196807,7,Jul 1968,1968,
196832,32,1968W32,196808,8,Aug 1968,1968,
196833,33,1968W33,196808,8,Aug 1968,1968,
196834,34,1968W34,196808,8,Aug 1968,1968,
196835,35,1968W35,196808,8,Aug 1968,1968,
196836,36,1968W36,196809,9,Sep 1968,1968,
196837,37,1968W37,196809,9,Sep 1968,1968,
196838,38,1968W38,196809,9,Sep 1968,1968,
196839,39,1968W39,196809,9,Sep 1968,1968,
196840,40,1968W40,196809,9,Sep 1968,1968,
196841,41,1968W41,196810,10,Oct 1968,1968,
196842,42,1968W42,196810,10,Oct 1968,1968,
196843,43,1968W43,196810,10,Oct 1968,1968,
196844,44,1968W44,196810,10,Oct 1968,1968,
196845,45,1968W45,196811,11,Nov 1968,1968,
196846,46,1968W46,196811,11,Nov 1968,1968,
196847,47,1968W47,196811,11,Nov 1968,1968,
196848,48,1968W48,196811,11,Nov 1968,1968,
196849,49,1968W49,196812,12,Dec 1968,1968,
196850,50,1968W50,196812,12,Dec 1968,1968,
196851,51,1968W51,196812,12,Dec 1968,1968,
196852,52,1968W52,196812,12,Dec 1968,1968,
196901,1,1969W01,196812,12,Dec 1968,1969,
196902,2,1969W02,196901,1,Jan 1969,1969,
196903,3,1969W03,196901,1,Jan 1969,1969,
196904,4,1969W04,196901,1,Jan 1969,1969,
196905,5,1969W05,196901,1,Jan 1969,1969,
196906,6,1969W06,196902,2,Feb 1969,1969,
196907,7,1969W07,196902,2,Feb 1969,1969,
196908,8,1969W08,196902,2,Feb 1969,1969,
196909,9,1969W09,196902,2,Feb 1969,1969,
196910,10,1969W10,196903,3,Mar 1969,1969,
196911,11,1969W11,196903,3,Mar 1969,1969,
196912,12,1969W12,196903,3,Mar 1969,1969,
196913,13,1969W13,196903,3,Mar 1969,1969,
196914,14,1969W14,196903,3,Mar 1969,1969,
196915,15,1969W15,196904,4,Apr 1969,1969,
196916,16,1969W16,196904,4,Apr 1969,1969,
196917,17,1969W17,196904,4,Apr 1969,1969,
196918,18,1969W18,196904,4,Apr 1969,1969,
196919,19,1969W19,196905,5,May 1969,1969,
196920,20,1969W20,196905,5,May 1969,1969,
196921,21,1969W21,196905,5,May 1969,1969,
196922,22,1969W22,196905,5,May 1969,1969,
196923,23,1969W23,196906,6,Jun 1969,1969,
196924,24,1969W24,196906,6,Jun 1969,1969,
196925,25,1969W25,196906,6,Jun 1969,1969,
196926,26,1969W26,196906,6,Jun 1969,1969,
196927,27,1969W27,196906,6,Jun 1969,1969,
196928,28,1969W28,196907,7,Jul 1969,1969,
196929,29,1969W29,196907,7,Jul 1969,1969,
196930,30,1969W30,196907,7,Jul 1969,1969,
196931,31,1969W31,196907,7,Jul 1969,1969,
196932,32,1969W32,196908,8,Aug 1969,1969,
196933,33,1969W33,196908,8,Aug 1969,1969,
196934,34,1969W34,196908,8,Aug 1969,1969,
196935,35,1969W35,196908,8,Aug 1969,1969,
196936,36,1969W36,196909,9,Sep 1969,1969,
196937,37,1969W37,196909,9,Sep 1969,1969,
196938,38,1969W38,196909,9,Sep 1969,1969,
