WEEK_YEAR_KEY,WEEK_KEY,WEEK_YEAR_SHORT_DES,MONTH_YEAR_KEY,MONTH_KEY,MONTH_YEAR_SHORT_DES,YEAR_WEEK_KEY,LOAD_TIME
201316,16,2013W16,201304,4,Abr 2013,2013,
201317,17,2013W17,201304,4,Abr 2013,2013,
201318,18,2013W18,201304,4,Abr 2013,2013,
201319,19,2013W19,201305,5,May 2013,2013,
201320,20,2013W20,201305,5,May 2013,2013,
201321,21,2013W21,201305,5,May 2013,2013,
201322,22,2013W22,201305,5,May 2013,2013,
201323,23,2013W23,201306,6,Jun 2013,2013,
201324,24,2013W24,201306,6,Jun 2013,2013,
201325,25,2013W25,201306,6,Jun 2013,2013,
201326,26,2013W26,201306,6,Jun 2013,2013,
201327,27,2013W27,201307,7,Jul 2013,2013,
201328,28,2013W28,201307,7,Jul 2013,2013,
201329,29,2013W29,201307,7,Jul 2013,2013,
201330,30,2013W30,201307,7,Jul 2013,2013,
201331,31,2013W31,201307,7,Jul 2013,2013,
201332,32,2013W32,201308,8,Ago 2013,2013,
201333,33,2013W33,201308,8,Ago 2013,2013,
201334,34,2013W34,201308,8,Ago 2013,2013,
201335,35,2013W35,201308,8,Ago 2013,2013,
201336,36,2013W36,201309,9,Sep 2013,2013,
201337,37,2013W37,201309,9,Sep 2013,2013,
201338,38,2013W38,201309,9,Sep 2013,2013,
201339,39,2013W39,201309,9,Sep 2013,2013,
201340,40,2013W40,201309,9,Sep 2013,2013,
201341,41,2013W41,201310,10,Oct 2013,2013,
201342,42,2013W42,201310,10,Oct 2013,2013,
201343,43,2013W43,201310,10,Oct 2013,2013,
201344,44,2013W44,201310,10,Oct 2013,2013,
201345,45,2013W45,201311,11,Nov 2013,2013,
201346,46,2013W46,201311,11,Nov 2013,2013,
201347,47,2013W47,201311,11,Nov 2013,2013,
201348,48,2013W48,201311,11,Nov 2013,2013,
201349,49,2013W49,201312,12,Dic 2013,2013,
201350,50,2013W50,201312,12,Dic 2013,2013,
201351,51,2013W51,201312,12,Dic 2013,2013,
201352,52,2013W52,201312,12,Dic 2013,2013,
201401,1,2014W01,201312,12,Dic 2013,2014,
201402,2,2014W02,201401,1,Ene 2014,2014,
201403,3,2014W03,201401,1,Ene 2014,2014,
201404,4,2014W04,201401,1,Ene 2014,2014,
201405,5,2014W05,201401,1,Ene 2014,2014,
201406,6,2014W06,201402,2,Feb 2014,2014,
201407,7,2014W07,201402,2,Feb 2014,2014,
201408,8,2014W08,201402,2,Feb 2014,2014,
201409,9,2014W09,201402,2,Feb 2014,2014,
201410,10,2014W10,201403,3,Mar 2014,2014,
201411,11,2014W11,201403,3,Mar 2014,2014,
201412,12,2014W12,201403,3,Mar 2014,2014,
201413,13,2014W13,201403,3,Mar 2014,2014,
201414,14,2014W14,201403,3,Mar 2014,2014,
201415,15,2014W15,201404,4,Abr 2014,2014,
201416,16,2014W16,201404,4,Abr 2014,2014,
201417,17,2014W17,201404,4,Abr 2014,2014,
201418,18,2014W18,201404,4,Abr 2014,2014,
201419,19,2014W19,201405,5,May 2014,2014,
201420,20,2014W20,201405,5,May 2014,2014,
201421,21,2014W21,201405,5,May 2014,2014,
201422,22,2014W22,201405,5,May 2014,2014,
201423,23,2014W23,201406,6,Jun 2014,2014,
201424,24,2014W24,201406,6,Jun 2014,2014,
201425,25,2014W25,201406,6,Jun 2014,2014,
201426,26,2014W26,201406,6,Jun 2014,2014,
201427,27,2014W27,201406,6,Jun 2014,2014,
201428,28,2014W28,201407,7,Jul 2014,2014,
201429,29,2014W29,201407,7,Jul 2014,2014,
201430,30,2014W30,201407,7,Jul 2014,2014,
201431,31,2014W31,201407,7,Jul 2014,2014,
201432,32,2014W32,201408,8,Ago 2014,2014,
201433,33,2014W33,201408,8,Ago 2014,2014,
201434,34,2014W34,201408,8,Ago 2014,2014,
201435,35,2014W35,201408,8,Ago 2014,2014,
201436,36,2014W36,201409,9,Sep 2014,2014,
201437,37,2014W37,201409,9,Sep 2014,2014,
201438,38,2014W38,201409,9,Sep 2014,2014,
201439,39,2014W39,201409,9,Sep 2014,2014,
201440,40,2014W40,201409,9,Sep 2014,2014,
201441,41,2014W41,201410,10,Oct 2014,2014,
201442,42,2014W42,201410,10,Oct 2014,2014,
201443,43,2014W43,201410,10,Oct 2014,2014,
201444,44,2014W44,201410,10,Oct 2014,2014,
201445,45,2014W45,201411,11,Nov 2014,2014,
201446,46,2014W46,201411,11,Nov 2014,2014,
201447,47,2014W47,201411,11,Nov 2014,2014,
201448,48,2014W48,201411,11,Nov 2014,2014,
201449,49,2014W49,201412,12,Dic 2014,2014,
201450,50,2014W50,201412,12,Dic 2014,2014,
201451,51,2014W51,201412,12,Dic 2014,2014,
201452,52,2014W52,201412,12,Dic 2014,2014,
201501,1,2015W01,201412,12,Dic 2014,2015,
201502,2,2015W02,201501,1,Ene 2015,2015,
201503,3,2015W03,201501,1,Ene 2015,2015,
201504,4,2015W04,201501,1,Ene 2015,2015,
201505,5,2015W05,201501,1,Ene 2015,2015,
201506,6,2015W06,201502,2,Feb 2015,2015,
201507,7,2015W07,201502,2,Feb 2015,2015,
201508,8,2015W08,201502,2,Feb 2015,2015,
201509,9,2015W09,201502,2,Feb 2015,2015,
201510,10,2015W10,201503,3,Mar 2015,2015,
201511,11,2015W11,201503,3,Mar 2015,2015,
201512,12,2015W12,201503,3,Mar 2015,2015,
201513,13,2015W13,201503,3,Mar 2015,2015,
201514,14,2015W14,201503,3,Mar 2015,2015,
201515,15,2015W15,201504,4,Abr 2015,2015,
201516,16,2015W16,201504,4,Abr 2015,2015,
201517,17,2015W17,201504,4,Abr 2015,2015,
201518,18,2015W18,201504,4,Abr 2015,2015,
201519,19,2015W19,201505,5,May 2015,2015,
201520,20,2015W20,201505,5,May 2015,2015,
201521,21,2015W21,201505,5,May 2015,2015,
201522,22,2015W22,201505,5,May 2015,2015,
201523,23,2015W23,201506,6,Jun 2015,2015,
201524,24,2015W24,201506,6,Jun 2015,2015,
201525,25,2015W25,201506,6,Jun 2015,2015,
201526,26,2015W26,201506,6,Jun 2015,2015,
201527,27,2015W27,201506,6,Jun 2015,2015,
201528,28,2015W28,201507,7,Jul 2015,2015,
201529,29,2015W29,201507,7,Jul 2015,2015,
201530,30,2015W30,201507,7,Jul 2015,2015,
201531,31,2015W31,201507,7,Jul 2015,2015,
201532,32,2015W32,201508,8,Ago 2015,2015,
201533,33,2015W33,201508,8,Ago 2015,2015,
201534,34,2015W34,201508,8,Ago 2015,2015,
201535,35,2015W35,201508,8,Ago 2015,2015,
201536,36,2015W36,201508,8,Ago 2015,2015,
201537,37,2015W37,201509,9,Sep 2015,2015,
201538,38,2015W38,201509,9,Sep 2015,2015,
201539,39,2015W39,201509,9,Sep 2015,2015,
201540,40,2015W40,201509,9,Sep 2015,2015,
201541,41,2015W41,201510,10,Oct 2015,2015,
201542,42,2015W42,201510,10,Oct 2015,2015,
201543,43,2015W43,201510,10,Oct 2015,2015,
201544,44,2015W44,201510,10,Oct 2015,2015,
201545,45,2015W45,201511,11,Nov 2015,2015,
201546,46,2015W46,201511,11,Nov 2015,2015,
201547,47,2015W47,201511,11,Nov 2015,2015,
201548,48,2015W48,201511,11,Nov 2015,2015,
201549,49,2015W49,201511,11,Nov 2015,2015,
201550,50,2015W50,201512,12,Dic 2015,2015,
201551,51,2015W51,201512,12,Dic 2015,2015,
201552,52,2015W52,201512,12,Dic 2015,2015,
201553,53,2015W53,201512,12,Dic 2015,2015,
201601,1,2016W01,201601,1,Ene 2016,2016,
201602,2,2016W02,201601,1,Ene 2016,2016,
201603,3,2016W03,201601,1,Ene 2016,2016,
201604,4,2016W04,201601,1,Ene 2016,2016,
201605,5,2016W05,201602,2,Feb 2016,2016,
201606,6,2016W06,201602,2,Feb 2016,2016,
201607,7,2016W07,201602,2,Feb 2016,2016,
201608,8,2016W08,201602,2,Feb 2016,2016,
201609,9,2016W09,201602,2,Feb 2016,2016,
201610,10,2016W10,201603,3,Mar 2016,2016,
201611,11,2016W11,201603,3,Mar 2016,2016,
201612,12,2016W12,201603,3,Mar 2016,2016,
201613,13,2016W13,201603,3,Mar 2016,2016,
201614,14,2016W14,201604,4,Abr 2016,2016,
201615,15,2016W15,201604,4,Abr 2016,2016,
201616,16,2016W16,201604,4,Abr 2016,2016,
201617,17,2016W17,201604,4,Abr 2016,2016,
201618,18,2016W18,201605,5,May 2016,2016,
201619,19,2016W19,201605,5,May 2016,2016,
201620,20,2016W20,201605,5,May 2016,2016,
201621,21,2016W21,201605,5,May 2016,2016,
201622,22,2016W22,201605,5,May 2016,2016,
201623,23,2016W23,201606,6,Jun 2016,2016,
201624,24,2016W24,201606,6,Jun 2016,2016,
201625,25,2016W25,201606,6,Jun 2016,2016,
201626,26,2016W26,201606,6,Jun 2016,2016,
201627,27,2016W27,201607,7,Jul 2016,2016,
201628,28,2016W28,201607,7,Jul 2016,2016,
201629,29,2016W29,201607,7,Jul 2016,2016,
201630,30,2016W30,201607,7,Jul 2016,2016,
201631,31,2016W31,201608,8,Ago 2016,2016,
201632,32,2016W32,201608,8,Ago 2016,2016,
201633,33,2016W33,201608,8,Ago 2016,2016,
201634,34,2016W34,201608,8,Ago 2016,2016,
201635,35,2016W35,201608,8,Ago 2016,2016,
201636,36,2016W36,201609,9,Sep 2016,2016,
201637,37,2016W37,201609,9,Sep 2016,2016,
201638,38,2016W38,201609,9,Sep 2016,2016,
201639,39,2016W39,201609,9,Sep 2016,2016,
201640,40,2016W40,201610,10,Oct 2016,2016,
201641,41,2016W41,201610,10,Oct 2016,2016,
201642,42,2016W42,201610,10,Oct 2016,2016,
201643,43,2016W43,201610,10,Oct 2016,2016,
201644,44,2016W44,201610,10,Oct 2016,2016,
201645,45,2016W45,201611,11,Nov 2016,2016,
201646,46,2016W46,201611,11,Nov 2016,2016,
201647,47,2016W47,201611,11,Nov 2016,2016,
201648,48,2016W48,201611,11,Nov 2016,2016,
201649,49,2016W49,201612,12,Dic 2016,2016,
201650,50,2016W50,201612,12,Dic 2016,2016,
201651,51,2016W51,201612,12,Dic 2016,2016,
201652,52,2016W52,201612,12,Dic 2016,2016,
201701,1,2017W01,201701,1,Ene 2017,2017,
201702,2,2017W02,201701,1,Ene 2017,2017,
201703,3,2017W03,201701,1,Ene 2017,2017,
201704,4,2017W04,201701,1,Ene 2017,2017,
201705,5,2017W05,201701,1,Ene 2017,2017,
201706,6,2017W06,201702,2,Feb 2017,2017,
201707,7,2017W07,201702,2,Feb 2017,2017,
201708,8,2017W08,201702,2,Feb 2017,2017,
201709,9,2017W09,201702,2,Feb 2017,2017,
201710,10,2017W10,201703,3,Mar 2017,2017,
201711,11,2017W11,201703,3,Mar 2017,2017,
201712,12,2017W12,201703,3,Mar 2017,2017,
201713,13,2017W13,201703,3,Mar 2017,2017,
201714,14,2017W14,201704,4,Abr 2017,2017,
201715,15,2017W15,201704,4,Abr 2017,2017,
201716,16,2017W16,201704,4,Abr 2017,2017,
201717,17,2017W17,201704,4,Abr 2017,2017,
201718,18,2017W18,201705,5,May 2017,2017,
201719,19,2017W19,201705,5,May 2017,2017,
201720,20,2017W20,201705,5,May 2017,2017,
201721,21,2017W21,201705,5,May 2017,2017,
201722,22,2017W22,201705,5,May 2017,2017,
201723,23,2017W23,201706,6,Jun 2017,2017,
201724,24,2017W24,201706,6,Jun 2017,2017,
201725,25,2017W25,201706,6,Jun 2017,2017,
201726,26,2017W26,201706,6,Jun 2017,2017,
201727,27,2017W27,201707,7,Jul 2017,2017,
201728,28,2017W28,201707,7,Jul 2017,2017,
201729,29,2017W29,201707,7,Jul 2017,2017,
201730,30,2017W30,201707,7,Jul 2017,2017,
201731,31,2017W31,201707,7,Jul 2017,2017,
201732,32,2017W32,201708,8,Ago 2017,2017,
201733,33,2017W33,201708,8,Ago 2017,2017,
201734,34,2017W34,201708,8,Ago 2017,2017,
201735,35,2017W35,201708,8,Ago 2017,2017,
201736,36,2017W36,201709,9,Sep 2017,2017,
201737,37,2017W37,201709,9,Sep 2017,2017,
201738,38,2017W38,201709,9,Sep 2017,2017,
201739,39,2017W39,201709,9,Sep 2017,2017,
201740,40,2017W40,201710,10,Oct 2017,2017,
201741,41,2017W41,201710,10,Oct 2017,2017,
201742,42,2017W42,201710,10,Oct 2017,2017,
201743,43,2017W43,201710,10,Oct 2017,2017,
201744,44,2017W44,201710,10,Oct 2017,2017,
201745,45,2017W45,201711,11,Nov 2017,2017,
201746,46,2017W46,201711,11,Nov 2017,2017,
201747,47,2017W47,201711,11,Nov 2017,2017,
201748,48,2017W48,201711,11,Nov 2017,2017,
201749,49,2017W49,201712,12,Dic 2017,2017,
201750,50,2017W50,201712,12,Dic 2017,2017,
201751,51,2017W51,201712,12,Dic 2017,2017,
201752,52,2017W52,201712,12,Dic 2017,2017,
201801,1,2018W01,201801,1,Ene 2018,2018,
201802,2,2018W02,201801,1,Ene 2018,2018,
201803,3,2018W03,201801,1,Ene 2018,2018,
201804,4,2018W04,201801,1,Ene 2018,2018,
201805,5,2018W05,201801,1,Ene 2018,2018,
201806,6,2018W06,201802,2,Feb 2018,2018,
201807,7,2018W07,201802,2,Feb 2018,2018,
201808,8,2018W08,201802,2,Feb 2018,2018,
201809,9,2018W09,201802,2,Feb 2018,2018,
201810,10,2018W10,201803,3,Mar 2018,2018,
201811,11,2018W11,201803,3,Mar 2018,2018,
201812,12,2018W12,201803,3,Mar 2018,2018,
201813,13,2018W13,201803,3,Mar 2018,2018,
201814,14,2018W14,201804,4,Abr 2018,2018,
201815,15,2018W15,201804,4,Abr 2018,2018,
201816,16,2018W16,201804,4,Abr 2018,2018,
201817,17,2018W17,201804,4,Abr 2018,2018,
201818,18,2018W18,201804,4,Abr 2018,2018,
201819,19,2018W19,201805,5,May 2018,2018,
201820,20,2018W20,201805,5,May 2018,2018,
201821,21,2018W21,201805,5,May 2018,2018,
201822,22,2018W22,201805,5,May 2018,2018,
201823,23,2018W23,201806,6,Jun 2018,2018,
201824,24,2018W24,201806,6,Jun 2018,2018,
201825,25,2018W25,201806,6,Jun 2018,2018,
201826,26,2018W26,201806,6,Jun 2018,2018,
201827,27,2018W27,201807,7,Jul 2018,2018,
201828,28,2018W28,201807,7,Jul 2018,2018,
201829,29,2018W29,201807,7,Jul 2018,2018,
201830,30,2018W30,201807,7,Jul 2018,2018,
201831,31,2018W31,201807,7,Jul 2018,2018,
201832,32,2018W32,201808,8,Ago 2018,2018,
201833,33,2018W33,201808,8,Ago 2018,2018,
201834,34,2018W34,201808,8,Ago 2018,2018,
201835,35,2018W35,201808,8,Ago 2018,2018,
201836,36,2018W36,201809,9,Sep 2018,2018,
201837,37,2018W37,201809,9,Sep 2018,2018,
201838,38,2018W38,201809,9,Sep 2018,2018,
201839,39,2018W39,201809,9,Sep 2018,2018,
201840,40,2018W40,201810,10,Oct 2018,2018,
201841,41,2018W41,201810,10,Oct 2018,2018,
201842,42,2018W42,201810,10,Oct 2018,2018,
201843,43,2018W43,201810,10,Oct 2018,2018,
201844,44,2018W44,201810,10,Oct 2018,2018,
201845,45,2018W45,201811,11,Nov 2018,2018,
201846,46,2018W46,201811,11,Nov 2018,2018,
201847,47,2018W47,201811,11,Nov 2018,2018,
201848,48,2018W48,201811,11,Nov 2018,2018,
201849,49,2018W49,201812,12,Dic 2018,2018,
201850,50,2018W50,201812,12,Dic 2018,2018,
201851,51,2018W51,201812,12,Dic 2018,2018,
201852,52,2018W52,201812,12,Dic 2018,2018,
201901,1,2019W01,201812,12,Dic 2018,2019,
201902,2,2019W02,201901,1,Ene 2019,2019,
201903,3,2019W03,201901,1,Ene 2019,2019,
201904,4,2019W04,201901,1,Ene 2019,2019,
201905,5,2019W05,201901,1,Ene 2019,2019,
201906,6,2019W06,201902,2,Feb 2019,2019,
201907,7,2019W07,201902,2,Feb 2019,2019,
201908,8,2019W08,201902,2,Feb 2019,2019,
201909,9,2019W09,201902,2,Feb 2019,2019,
201910,10,2019W10,201903,3,Mar 2019,2019,
201911,11,2019W11,201903,3,Mar 2019,2019,
201912,12,2019W12,201903,3,Mar 2019,2019,
201913,13,2019W13,201903,3,Mar 2019,2019,
201914,14,2019W14,201904,4,Abr 2019,2019,
201915,15,2019W15,201904,4,Abr 2019,2019,
201916,16,2019W16,201904,4,Abr 2019,2019,
201917,17,2019W17,201904,4,Abr 2019,2019,
201918,18,2019W18,201904,4,Abr 2019,2019,
201919,19,2019W19,201905,5,May 2019,2019,
201920,20,2019W20,201905,5,May 2019,2019,
201921,21,2019W21,201905,5,May 2019,2019,
201922,22,2019W22,201905,5,May 2019,2019,
201923,23,2019W23,201906,6,Jun 2019,2019,
201924,24,2019W24,201906,6,Jun 2019,2019,
201925,25,2019W25,201906,6,Jun 2019,2019,
201926,26,2019W26,201906,6,Jun 2019,2019,
201927,27,2019W27,201907,7,Jul 2019,2019,
201928,28,2019W28,201907,7,Jul 2019,2019,
201929,29,2019W29,201907,7,Jul 2019,2019,
201930,30,2019W30,201907,7,Jul 2019,2019,
201931,31,2019W31,201907,7,Jul 2019,2019,
201932,32,2019W32,201908,8,Ago 2019,2019,
201933,33,2019W33,201908,8,Ago 2019,2019,
201934,34,2019W34,201908,8,Ago 2019,2019,
201935,35,2019W35,201908,8,Ago 2019,2019,
201936,36,2019W36,201909,9,Sep 2019,2019,
201937,37,2019W37,201909,9,Sep 2019,2019,
201938,38,2019W38,201909,9,Sep 2019,2019,
201939,39,2019W39,201909,9,Sep 2019,2019,
201940,40,2019W40,201909,9,Sep 2019,2019,
201941,41,2019W41,201910,10,Oct 2019,2019,
201942,42,2019W42,201910,10,Oct 2019,2019,
201943,43,2019W43,201910,10,Oct 2019,2019,
201944,44,2019W44,201910,10,Oct 2019,2019,
201945,45,2019W45,201911,11,Nov 2019,2019,
201946,46,2019W46,201911,11,Nov 2019,2019,
201947,47,2019W47,201911,11,Nov 2019,2019,
201948,48,2019W48,201911,11,Nov 2019,2019,
201949,49,2019W49,201912,12,Dic 2019,2019,
201950,50,2019W50,201912,12,Dic 2019,2019,
201951,51,2019W51,201912,12,Dic 2019,2019,
201952,52,2019W52,201912,12,Dic 2019,2019,
202001,1,2020W01,201912,12,Dic 2019,2020,
202002,2,2020W02,202001,1,Ene 2020,2020,
202003,3,2020W03,202001,1,Ene 2020,2020,
202004,4,2020W04,202001,1,Ene 2020,2020,
202005,5,2020W05,202001,1,Ene 2020,2020,
202006,6,2020W06,202002,2,Feb 2020,2020,
202007,7,2020W07,202002,2,Feb 2020,2020,
202008,8,2020W08,202002,2,Feb 2020,2020,
202009,9,2020W09,202002,2,Feb 2020,2020,
202010,10,2020W10,202003,3,Mar 2020,2020,
202011,11,2020W11,202003,3,Mar 2020,2020,
202012,12,2020W12,202003,3,Mar 2020,2020,
202013,13,2020W13,202003,3,Mar 2020,2020,
202014,14,2020W14,202003,3,Mar 2020,2020,
202015,15,2020W15,202004,4,Abr 2020,2020,
202016,16,2020W16,202004,4,Abr 2020,2020,
202017,17,2020W17,202004,4,Abr 2020,2020,
202018,18,2020W18,202004,4,Abr 2020,2020,
202019,19,2020W19,202005,5,May 2020,2020,
202020,20,2020W20,202005,5,May 2020,2020,
202021,21,2020W21,202005,5,May 2020,2020,
202022,22,2020W22,202005,5,May 2020,2020,
202023,23,2020W23,202006,6,Jun 2020,2020,
202024,24,2020W24,202006,6,Jun 2020,2020,
202025,25,2020W25,202006,6,Jun 2020,2020,
202026,26,2020W26,202006,6,Jun 2020,2020,
202027,27,2020W27,202006,6,Jun 2020,2020,
202028,28,2020W28,202007,7,Jul 2020,2020,
202029,29,2020W29,202007,7,Jul 2020,2020,
202030,30,2020W30,202007,7,Jul 2020,2020,
202031,31,2020W31,202007,7,Jul 2020,2020,
202032,32,2020W32,202008,8,Ago 2020,2020,
202033,33,2020W33,202008,8,Ago 2020,2020,
202034,34,2020W34,202008,8,Ago 2020,2020,
202035,35,2020W35,202008,8,Ago 2020,2020,
202036,36,2020W36,202008,8,Ago 2020,2020,
202037,37,2020W37,202009,9,Sep 2020,2020,
202038,38,2020W38,202009,9,Sep 2020,2020,
202039,39,2020W39,202009,9,Sep 2020,2020,
202040,40,2020W40,202009,9,Sep 2020,2020,
202041,41,2020W41,202010,10,Oct 2020,2020,
202042,42,2020W42,202010,10,Oct 2020,2020,
202043,43,2020W43,202010,10,Oct 2020,2020,
202044,44,2020W44,202010,10,Oct 2020,2020,
202045,45,2020W45,202011,11,Nov 2020,2020,
202046,46,2020W46,202011,11,Nov 2020,2020,
202047,47,2020W47,202011,11,Nov 2020,2020,
202048,48,2020W48,202011,11,Nov 2020,2020,
202049,49,2020W49,202011,11,Nov 2020,2020,
202050,50,2020W50,202012,12,Dic 2020,2020,
202051,51,2020W51,202012,12,Dic 2020,2020,
202052,52,2020W52,202012,12,Dic 2020,2020,
202053,53,2020W53,202012,12,Dic 2020,2020,
202101,1,2021W01,202101,1,Ene 2021,2021,
202102,2,2021W02,202101,1,Ene 2021,2021,
202103,3,2021W03,202101,1,Ene 2021,2021,
202104,4,2021W04,202101,1,Ene 2021,2021,
202105,5,2021W05,202102,2,Feb 2021,2021,
202106,6,2021W06,202102,2,Feb 2021,2021,
202107,7,2021W07,202102,2,Feb 2021,2021,
202108,8,2021W08,202102,2,Feb 2021,2021,
202109,9,2021W09,202103,3,Mar 2021,2021,
202110,10,2021W10,202103,3,Mar 2021,2021,
202111,11,2021W11,202103,3,Mar 2021,2021,
202112,12,2021W12,202103,3,Mar 2021,2021,
202113,13,2021W13,202103,3,Mar 2021,2021,
202114,14,2021W14,202104,4,Abr 2021,2021,
202115,15,2021W15,202104,4,Abr 2021,2021,
202116,16,2021W16,202104,4,Abr 2021,2021,
202117,17,2021W17,202104,4,Abr 2021,2021,
202118,18,2021W18,202105,5,May 2021,2021,
202119,19,2021W19,202105,5,May 2021,2021,
202120,20,2021W20,202105,5,May 2021,2021,
202121,21,2021W21,202105,5,May 2021,2021,
202122,22,2021W22,202105,5,May 2021,2021,
202123,23,2021W23,202106,6,Jun 2021,2021,
202124,24,2021W24,202106,6,Jun 2021,2021,
202125,25,2021W25,202106,6,Jun 2021,2021,
202126,26,2021W26,202106,6,Jun 2021,2021,
202127,27,2021W27,202107,7,Jul 2021,2021,
202128,28,2021W28,202107,7,Jul 2021,2021,
202129,29,2021W29,202107,7,Jul 2021,2021,
202130,30,2021W30,202107,7,Jul 2021,2021,
202131,31,2021W31,202108,8,Ago 2021,2021,
202132,32,2021W32,202108,8,Ago 2021,2021,
202133,33,2021W33,202108,8,Ago 2021,2021,
202134,34,2021W34,202108,8,Ago 2021,2021,
202135,35,2021W35,202108,8,Ago 2021,2021,
202136,36,2021W36,202109,9,Sep 2021,2021,
202137,37,2021W37,202109,9,Sep 2021,2021,
202138,38,2021W38,202109,9,Sep 2021,2021,
202139,39,2021W39,202109,9,Sep 2021,2021,
202140,40,2021W40,202110,10,Oct 2021,2021,
202141,41,2021W41,202110,10,Oct 2021,2021,
202142,42,2021W42,202110,10,Oct 2021,2021,
202143,43,2021W43,202110,10,Oct 2021,2021,
202144,44,2021W44,202111,11,Nov 2021,2021,
202145,45,2021W45,202111,11,Nov 2021,2021,
202146,46,2021W46,202111,11,Nov 2021,2021,
202147,47,2021W47,202111,11,Nov 2021,2021,
202148,48,2021W48,202111,11,Nov 2021,2021,
202149,49,2021W49,202112,12,Dic 2021,2021,
202150,50,2021W50,202112,12,Dic 2021,2021,
202151,51,2021W51,202112,12,Dic 2021,2021,
202152,52,2021W52,202112,12,Dic 2021,2021,
202201,1,2022W01,202201,1,Ene 2022,2022,
202202,2,2022W02,202201,1,Ene 2022,2022,
202203,3,2022W03,202201,1,Ene 2022,2022,
202204,4,2022W04,202201,1,Ene 2022,2022,
202205,5,2022W05,202201,1,Ene 2022,2022,
202206,6,2022W06,202202,2,Feb 2022,2022,
202207,7,2022W07,202202,2,Feb 2022,2022,
202208,8,2022W08,202202,2,Feb 2022,2022,
202209,9,2022W09,202202,2,Feb 2022,2022,
202210,10,2022W10,202203,3,Mar 2022,2022,
202211,11,2022W11,202203,3,Mar 2022,2022,
202212,12,2022W12,202203,3,Mar 2022,2022,
202213,13,2022W13,202203,3,Mar 2022,2022,
202214,14,2022W14,202204,4,Abr 2022,2022,
202215,15,2022W15,202204,4,Abr 2022,2022,
202216,16,2022W16,202204,4,Abr 2022,2022,
202217,17,2022W17,202204,4,Abr 2022,2022,
202218,18,2022W18,202205,5,May 2022,2022,
202219,19,2022W19,202205,5,May 2022,2022,
202220,20,2022W20,202205,5,May 2022,2022,
202221,21,2022W21,202205,5,May 2022,2022,
202222,22,2022W22,202205,5,May 2022,2022,
202223,23,2022W23,202206,6,Jun 2022,2022,
202224,24,2022W24,202206,6,Jun 2022,2022,
202225,25,2022W25,202206,6,Jun 2022,2022,
202226,26,2022W26,202206,6,Jun 2022,2022,
202227,27,2022W27,202207,7,Jul 2022,2022,
202228,28,2022W28,202207,7,Jul 2022,2022,
202229,29,2022W29,202207,7,Jul 2022,2022,
202230,30,2022W30,202207,7,Jul 2022,2022,
202231,31,2022W31,202208,8,Ago 2022,2022,
202232,32,2022W32,202208,8,Ago 2022,2022,
202233,33,2022W33,202208,8,Ago 2022,2022,
202234,34,2022W34,202208,8,Ago 2022,2022,
202235,35,2022W35,202208,8,Ago 2022,2022,
202236,36,2022W36,202209,9,Sep 2022,2022,
202237,37,2022W37,202209,9,Sep 2022,2022,
202238,38,2022W38,202209,9,Sep 2022,2022,
202239,39,2022W39,202209,9,Sep 2022,2022,
202240,40,2022W40,202210,10,Oct 2022,2022,
202241,41,2022W41,202210,10,Oct 2022,2022,
202242,42,2022W42,202210,10,Oct 2022,2022,
202243,43,2022W43,202210,10,Oct 2022,2022,
202244,44,2022W44,202210,10,Oct 2022,2022,
202245,45,2022W45,202211,11,Nov 2022,2022,
202246,46,2022W46,202211,11,Nov 2022,2022,
202247,47,2022W47,202211,11,Nov 2022,2022,
202248,48,2022W48,202211,11,Nov 2022,2022,
202249,49,2022W49,202212,12,Dic 2022,2022,
202250,50,2022W50,202212,12,Dic 2022,2022,
202251,51,2022W51,202212,12,Dic 2022,2022,
202252,52,2022W52,202212,12,Dic 2022,2022,
202301,1,2023W01,202301,1,Ene 2023,2023,
202302,2,2023W02,202301,1,Ene 2023,2023,
202303,3,2023W03,202301,1,Ene 2023,2023,
202304,4,2023W04,202301,1,Ene 2023,2023,
202305,5,2023W05,202301,1,Ene 2023,2023,
202306,6,2023W06,202302,2,Feb 2023,2023,
202307,7,2023W07,202302,2,Feb 2023,2023,
202308,8,2023W08,202302,2,Feb 2023,2023,
202309,9,2023W09,202302,2,Feb 2023,2023,
202310,10,2023W10,202303,3,Mar 2023,2023,
202311,11,2023W11,202303,3,Mar 2023,2023,
202312,12,2023W12,202303,3,Mar 2023,2023,
202313,13,2023W13,202303,3,Mar 2023,2023,
202314,14,2023W14,202304,4,Abr 2023,2023,
202315,15,2023W15,202304,4,Abr 2023,2023,
202316,16,2023W16,202304,4,Abr 2023,2023,
202317,17,2023W17,202304,4,Abr 2023,2023,
202318,18,2023W18,202305,5,May 2023,2023,
202319,19,2023W19,202305,5,May 2023,2023,
202320,20,2023W20,202305,5,May 2023,2023,
202321,21,2023W21,202305,5,May 2023,2023,
202322,22,2023W22,202305,5,May 2023,2023,
202323,23,2023W23,202306,6,Jun 2023,2023,
202324,24,2023W24,202306,6,Jun 2023,2023,
202325,25,2023W25,202306,6,Jun 2023,2023,
202326,26,2023W26,202306,6,Jun 2023,2023,
202327,27,2023W27,202307,7,Jul 2023,2023,
202328,28,2023W28,202307,7,Jul 2023,2023,
202329,29,2023W29,202307,7,Jul 2023,2023,
202330,30,2023W30,202307,7,Jul 2023,2023,
202331,31,2023W31,202307,7,Jul 2023,2023,
